"Timestamp","Curso","Opinión General Sobre el Curso","¿Aprobó la Cursada?","¿Cómo te Resultaron los Temas de la Materia?","¿Los Temas de la Materia Están Actualizados?","Nivel de las Clases Teóricas del Curso","Nivel de las Clases Prácticas del Curso","Dificultad del Curso","Dificultad del TP","Comentarios Sobre el Curso"
"2018/07/05 2:10:17 PM GMT-3","Algoritmos y Programación 2 - Buchwald","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Buenas","Dificil","Normal",""
"2018/07/05 2:12:03 PM GMT-3","Algoritmos y Programación 1 - Essaya","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Normal","Normal",""
"2018/07/05 2:12:42 PM GMT-3","Algoritmos y Programación 1 - Essaya","Bueno","No","Interesantes","Sí","Buenas","Muy Buenas","Dificil","Muy dificil","Me pareció bastante complicada la cursada ya que yo no sabia nada de programación y los tps eran para gente que ya tenia conocimientos previos. "
"2018/07/05 2:16:40 PM GMT-3","Algoritmos y Programación 1 - Mendez","Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Normal","Normal",""
"2018/07/05 2:16:57 PM GMT-3","Algoritmos y Programación 1 - Mendez","Muy Bueno","No","Muy Interesantes","Sí","Excelentes","Muy Buenas","Dificil","Muy dificil","Por favor por favor por favor por favor por favor por favor vuelvan a poner los apuntes más detallados"
"2018/07/05 2:17:51 PM GMT-3","Algoritmos y Programación 1 - Essaya","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Buenas","Normal","Dificil",""
"2018/07/05 2:18:59 PM GMT-3","Algoritmos y Programación 1 - Essaya","Excelente","Sí","Interesantes","Sí","Excelentes","Excelentes","Facil","Normal",""
"2018/07/05 2:19:47 PM GMT-3","Algoritmos y Programación 1 - Mendez","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Normal","Dificil","Excelente cátedra de Algo I"
"2018/07/05 2:20:58 PM GMT-3","Algoritmos y Programación 1 - Mendez","Excelente","No","Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Muy dificil","Excelente curso, tendría que haber más clases en el laboratorio (en las pc me refiero)"
"2018/07/05 2:21:06 PM GMT-3","Taller de Programación 1 - Veiga","Bueno","Sí","Interesantes","Sí","Buenas","Regulares","Muy Dificil","Muy dificil",""
"2018/07/05 2:21:32 PM GMT-3","Métodos y Modelos de la Ing. del Software II / Técnicas de Diseño - Paez","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Excelentes","Normal","Normal","Me encantó la forma de cursada y la relación entre contenidos y esfuerzo destinado me pareció excelente."
"2018/07/05 2:22:06 PM GMT-3","Algoritmos y Programación 1 - Mendez","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Dificil","Muy completo y excelente relación teórica-practica sobre los temas"
"2018/07/05 2:22:41 PM GMT-3","Taller de Programación 1 - Azcurra","Bueno","Sí","Interesantes","Sí","No hay clases teóricas","No Hay Clases Prácticas","Dificil","Dificil",""
"2018/07/05 2:22:46 PM GMT-3","Sistemas Operativos - Mendez","Bueno","Sí","Interesantes","Sí","Regulares","Buenas","Normal","Normal",""
"2018/07/05 2:24:16 PM GMT-3","Algoritmos y Programación 2 - Buchwald","Bueno","No","Muy Interesantes","Sí","Buenas","Buenas","Normal","Normal","Los tps semanales te ajustan mucho la cursada "
"2018/07/05 2:24:32 PM GMT-3","Algoritmos y Programación 3 - Fontela","Muy Bueno","Sí","Interesantes","Sí","Excelentes","Regulares","Normal","Dificil","Las clases prácticas estaban bastante desorganizadas, el tiempo de corrección de los tps en general fuy muy malo"
"2018/07/05 2:25:01 PM GMT-3","Algoritmos y Programación 2 - Buchwald","Excelente","No","Muy Interesantes","Sí","Excelentes","Excelentes","Dificil","Dificil",""
"2018/07/05 2:25:24 PM GMT-3","Algoritmos y Programación 1 - Mendez","Excelente","No","Muy Interesantes","Sí","Excelentes","Excelentes","Normal","Normal","Deberia haberlo aprovechado mas. Los profesores y ayudantes saben mucho y se toman el tiempo para resolver dudas en detalle."
"2018/07/05 2:26:18 PM GMT-3","Arquitectura de Software - Calonico","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Normal","Normal","Excelente cuerpo docente y clases muy interesantes.
Tener en cuenta que es una materia optativa y tuvo 14 alumnos con asistencia hasta el final de la materia"
"2018/07/05 2:26:49 PM GMT-3","Algoritmos y Programación 1 - Essaya","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal","En gral. bueno"
"2018/07/05 2:27:06 PM GMT-3","Teoría de Algoritmos 1 - Wachenchauzer","Muy Bueno","Sí","Muy Interesantes","Sí","Buenas","Muy Buenas","Normal","Normal",""
"2018/07/05 2:28:24 PM GMT-3","Algoritmos y Programación 2 - Buchwald","Excelente","Sí","Interesantes","Sí","Muy Buenas","Buenas","Dificil","Normal",""
"2018/07/05 2:29:11 PM GMT-3","Algoritmos y Programación 1 - Mendez","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Excelentes","Normal","Normal","Excelente curso para comenzar la carrera. Sumamente recomendable! Tanto los profesores como los ayudantes tienen una excelente predisposición para ayudar en lo que necesitemos. Realmente se nota que tienen muchas ganas de ensenar.
Se siente un muy buen ambiente para el aprendizaje.  "
"2018/07/05 2:30:03 PM GMT-3","Sistemas Operativos - Mendez","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal","Excelente. Es una cátedra que se esmera por mejorar constantemente, clase a clase. No espera al final del cuatrimestre para pedir feedback. Buscan mantenerse actualizados y que cada alumno entienda lo mejor posible todos los temas. Muy recomendable."
"2018/07/05 2:31:50 PM GMT-3","Análisis Numérico - Schwarz","Muy Bueno","Sí","Interesantes","Sí","Buenas","Excelentes","Normal","Normal",""
"2018/07/05 2:33:31 PM GMT-3","Análisis Numérico - Schwarz","Bueno","Sí","Poco Interesantes","Sí","Regulares","Buenas","Normal","Normal","Las clases teóricas me resultaron un poco aburridas. No me parece bien que se tome asistencia, yo sentí que a veces me servía más leer del apunte en mi casa que ir a clase y no se da esa posibilidad. Las clases prácticas fueron buenas en cuanto a los métodos, pero la parte de Python bastante floja, se explicó con ejemplos en lugar de ir a los conceptos básicos. Yo nunca había tenido contacto con la programación y me pareció que el profesor quería demostrar que él sabía hacerlo más que enseñarnos a nosotros. Muy buenas las propuestas de los trabajos prácticos, incitan a pensar y a relacionar los conceptos de las distintas etapas."
"2018/07/05 2:34:11 PM GMT-3","Algoritmos y Programación 1 - Essaya","Excelente","Sí","Interesantes","Sí","Excelentes","Buenas","Dificil","Dificil",""
"2018/07/05 2:34:20 PM GMT-3","Algoritmos y Programación 1 - Mendez","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Dificil","Muy buen curso! Los ayudantes muy copados!"
"2018/07/05 2:34:34 PM GMT-3","Arquitectura de Software - Calonico","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Muy Buenas","Normal","Dificil",""
"2018/07/05 2:35:22 PM GMT-3","Algoritmos y Programación 2 - Buchwald","Muy Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Dificil","Dificil","En general bastante bueno."
"2018/07/05 2:37:43 PM GMT-3","Algoritmos y Programación 1 - Mendez","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Normal","Dificil","Comprometidos con la enseñanza"
"2018/07/05 2:37:46 PM GMT-3","Taller de Desarrollo de Proyectos 1 - Pignataro","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Buenas","Dificil","Dificil","Muy bien armada la materia. Se refleja el interés de los docentes en la buena calidad de las clases.  "
"2018/07/05 2:39:15 PM GMT-3","Teoría de Algoritmos 1 - Wachenchauzer","Muy Bueno","Sí","Interesantes","Sí","Regulares","Muy Buenas","Normal","Normal",""
"2018/07/05 2:39:22 PM GMT-3","Arquitectura de Software - Calonico","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal","Muy bueno el curso! Recomendable!!"
"2018/07/05 2:40:03 PM GMT-3","Sistemas Automáticos de Diagnóstico y Detección de Fallas 1 - Merlino","Malo","No","Nada Interesantes","No","Regulares","No Hay Clases Prácticas","Dificil","Dificil","Hubo un cambio drástico este cuatrimestre respecto de años anteriores, muy negativo. A pesar de no tomar asistencia como en otros años, el día de la devolución de parciales se informó de un recuperatorio obligatorio para quienes habían faltado mucho, por más que tuvieran el TP al día. En el grupo de alumnos se comenta que Merlino se puso estricto por presión desde arriba. Es ridículo tomar asistencia en una materia de final de carrera (la mayoría de los alumnos trabajan). Ni hablar de que se superpone con Estática, materia obligatoria de la orientación con asistencia obligatoria. Un desastre, ojalá que vuelva a ser como en años anteriores."
"2018/07/05 2:42:32 PM GMT-3","Base de Datos - Servetto","Regular","Sí","Poco Interesantes","No","Regulares","Buenas","Normal","Normal","Lo bueno: me parece un curso pragmático y los parciales evalúan cosas concretas, no son rebuscadas.
Lo malo: me gustaría que haya un poco más de organización en cuanto a las entregas de TPs. Entiendo que este cuatrimestre fue complicado pero me parecía necesario señalarlo para que sea tenido en cuenta a futuro."
"2018/07/05 2:42:42 PM GMT-3","Análisis Numérico - Schwarz","Muy Bueno","Sí","Poco Interesantes","Sí","Buenas","Excelentes","Dificil","Muy dificil","Al ser civil me costo muchísimo la incorporación de lenguaje de programación, incluso creo que no lo termine de entender del todo. Sé que es un tema del plan y no de la cátedra, pero se debería incorporar programación al plan o en su defecto hacer modelación sin programación para los civiles de ser factible"
"2018/07/05 2:44:00 PM GMT-3","Manufactura Integrada por Computadora 1 - Ierache","Bueno","Sí","Poco Interesantes","Sí","Malas","Buenas","Muy Facil","Muy Fácil","Si bien la teórica es un somnífero, la práctica se hace llevadera y surgieron debates interesantes. Otro aspecto positivo es que se tiene en consideración que los alumnos trabajen o estén cursando otras materias, esto se notó al no tomar asistencia y al mover una fecha de examen ya que se superponía con otra materia."
"2018/07/05 2:47:09 PM GMT-3","Algoritmos y Programación 1 - Essaya","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Excelentes","Normal","Normal",""
"2018/07/05 2:48:09 PM GMT-3","Análisis Numérico - Schwarz","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Excelentes","Facil","Fácil",""
"2018/07/05 2:50:57 PM GMT-3","Algoritmos y Programación 2 - Buchwald","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Muy Buenas","Normal","Normal",""
"2018/07/05 2:51:04 PM GMT-3","Algoritmos y Programación 1 - Essaya","Excelente","Sí","Interesantes","Sí","Excelentes","Buenas","Dificil","Normal",""
"2018/07/05 2:51:24 PM GMT-3","Base de Datos - Beiro","Muy Bueno","Sí","Interesantes","Sí","Excelentes","Buenas","Normal","Normal","Muy bueno todo en general. 
Mis criticas son al profesor Dejean que la primer clase ya me trato de mala forma, no tiene buen trato con los alumnos en general. A la hora de las correcciones es poco claro, no se hace explicar, a veces lo que dice no tiene mucho sentido.  
El profesor Fasce nunca entrego los parcialitos y muchas de sus diapositivas tienen errores, dijo que hace varios cuatrimestres pero nunca lo arregla...

"
"2018/07/05 3:00:02 PM GMT-3","Aplicaciones Informáticas - Ierache","Muy Bueno","Sí","Interesantes","Sí","No hay clases teóricas","Buenas","Normal","Normal","Muy buena la flexibilidad horaria y la posibilidad de hacer entregas y consultas via mail. "
"2018/07/05 3:00:39 PM GMT-3","Arquitectura de Software - Calonico","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Normal","Dificil","Muy buen curso, me gustaron mucho los temas y tecnologías utilizadas"
"2018/07/05 3:02:31 PM GMT-3","Base de Datos - Beiro","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Normal","Normal","Mariano explica muy bien. El material de estudio del curso es muy bueno y está bien organizado. Los parcialitos ayudan mucho al seguimiento de la materia. Las clases prácticas van a la par de las teóricas y sirven mucho. Lo único que a mi parecer resultó un poco antipedagógico fue el tema de cursar 6 hs seguidas."
"2018/07/05 3:05:31 PM GMT-3","Taller de Desarrollo de Proyectos 2 - Fontela","Muy Bueno","Sí","Interesantes","Sí","No hay clases teóricas","Buenas","Dificil","Dificil",""
"2018/07/05 3:05:51 PM GMT-3","Introducción a los Sistemas Distribuidos - Bernardez","Regular","Sí","Interesantes","Sí","No hay clases teóricas","Muy Buenas","Dificil","Dificil","La teorica es lo peor que vi en toda la universidad. De hecho, adeudando el final, y sabiendo que me quedan 10 materias para recibirme, si tengo que recursar esta materia, lo mas probable es que me cambie de universidad. La asistencia obligatoria nos partio al medio, y encima es la clase mas ABURRIDA que se pueda imaginar: Poco contenido; diapositivas ilegibles; excesivo tiempo muerto. El profesor debe quedarse pensando y diciendo ""eeeeeee"" unas 400 veces por clase. El numero 400 no es broma. La clase es infumable!!
Mi odio por la teorica hace que no me queden ganas de comentar sobre la practica, la cual es bastante buena. Sin embargo, me parece que antes que exigir a los alumnos en la practica a hacer trabajos de investigacion, habria que exigirle al profesor de la teorica a que de una clase como la gente, ya que a el le pagan y a nostros no."
"2018/07/05 3:06:56 PM GMT-3","Implantación de Sistemas / Org de la Implantación y el Mantenimiento - Bettini","Bueno","No","Interesantes","Sí","Buenas","Buenas","Normal","Normal","Estoy en total desacuerdo con la modalidad de correccion. El problema es la gran diferencia de correccion entre un profesor y otro.
En todos los parciales me paso de comparar el mio con el de compañeros y, no habiendo grandes diferencias conceptuales, yo estaba desaprobado y ellos no. La unica diferencia era el profesor que corrigio. "
"2018/07/05 3:08:52 PM GMT-3","Algoritmos y Programación 4 - Guarna","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal",""
"2018/07/05 3:09:22 PM GMT-3","Implantación de Sistemas / Org de la Implantación y el Mantenimiento - Bettini","Bueno","Sí","Muy Interesantes","Sí","Buenas","Regulares","Normal","Normal",""
"2018/07/05 3:11:27 PM GMT-3","Calidad en el Desarrollo del Software - Pantaleo","Malo","Sí","Poco Interesantes","Sí","Regulares","Malas","Dificil","Dificil","Las teóricas están en un horario casi imposible de asistir para quien trabaja.
Las practicas no se relacionan con las teóricas, el contenido de las mismas es muy escueto. La calidad de las clases es mala, muy poco contenido y confuso. El criterio de corrección es aun peor, totalmente arbitrario. Con Laura no se puede ni dialogar. Por favor modifiquen esta cátedra."
"2018/07/05 3:11:37 PM GMT-3","Algoritmos y Programación 1 - Essaya","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Excelentes","Normal","Normal","Disfrute mucho mi estadia en este curso!"
"2018/07/05 3:13:25 PM GMT-3","Algoritmos y Programación 1 - Mendez","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Normal","Dificil","Excelente curso. Las clases geniales y los docentes presentan una gran dedicación y una magnífica didáctica,  además de una muy buena onda para con los alumnos."
"2018/07/05 3:13:47 PM GMT-3","Sistemas Operativos - Mendez","Regular","Sí","Interesantes","Sí","Buenas","No Hay Clases Prácticas","Facil","Normal","Varios TPs no aportan realmente nada. Se podrían ver varios temas con mucha más profundidad y dedicarle menos tiempo a otros que bien podrían darse por sabidos (uso de consola, como el ejemplo más básico). Claramente mejor que el otro curso, pero puede mejorar muchísimo. "
"2018/07/05 3:17:07 PM GMT-3","Taller de Desarrollo de Proyectos 2 - Fontela","Muy Bueno","Sí","Muy Interesantes","Sí","No hay clases teóricas","No Hay Clases Prácticas","Dificil","Dificil","Muy bueno, tiene algunos issues como la diferencia de criterios entre correctores nada mas"
"2018/07/05 3:18:08 PM GMT-3","Base de Datos - Beiro","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Muy Buenas","Normal","Fácil",""
"2018/07/05 3:20:26 PM GMT-3","Algoritmos y Programación 3 - Fontela","Regular","Sí","Muy Interesantes","Sí","Muy Buenas","Regulares","Normal","Dificil","Tardan demasiado en corregir los tps, muchos hicieron el ultimo tp sin saber su nota del anterior tp, de la cual dependía la regularidad de la materia en muchos casos, lo cual es grave ya que el ultimo tp demanda mucho tiempo y te obliga a dejar de lado otras materias para cumplir con los plazos. Aun no se sabe (al menos entre los alumnos) si los que hicieron el último tp y resultó que desaprobaron el anterior pierden la regularidad o van a tener alguna consideración"
"2018/07/05 3:22:15 PM GMT-3","Análisis de la Información / Métodos y Modelos de la Ing. del Software I - Villagra","Bueno","Sí","Poco Interesantes","Sí","Malas","Malas","Facil","Fácil","No me gustó la modalidad de las clases, te hacen hacer cuestionarios y ejercicios a partir de videos que ves en tu casa y en la clase (que es obligatoria) volves a ver los mismos temas pero sin profundizar, viendo las respuestas de los cuestionarios (los cuales también te envían por mail)."
"2018/07/05 3:25:11 PM GMT-3","Administración y Control de Proyectos Informáticos 2 - Alvaro","Malo","Sí","Nada Interesantes","No","Malas","Malas","Muy Facil","Muy Fácil",""
"2018/07/05 3:36:42 PM GMT-3","Algoritmos y Programación 1 - Mendez","Muy Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Normal","Normal",""
"2018/07/05 3:36:48 PM GMT-3","Algoritmos y Programación 1 - Mendez","Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Normal","Dificil","Buen curso."
"2018/07/05 3:36:52 PM GMT-3","Computación-Servetto","Muy Bueno","Sí","Poco Interesantes","Sí","Buenas","Muy Buenas","Normal","Dificil",""
"2018/07/05 3:39:02 PM GMT-3","Computación-Servetto","Muy Bueno","Sí","Interesantes","No","Buenas","Muy Buenas","Normal","Dificil","Solido curso, recomiendo "
"2018/07/05 3:50:23 PM GMT-3","Algoritmos y Programación 1 - Mendez","Muy Bueno","Sí","Poco Interesantes","Sí","Buenas","Excelentes","Normal","Normal",""
"2018/07/05 3:51:49 PM GMT-3","Algoritmos y Programación 3 - Fontela","Malo","Sí","Poco Interesantes","No","Buenas","Malas","Muy Dificil","Muy dificil","Un curso lamentable, es una pena que una materia con tan buenos temas para tocar esté dada de una manera tan mala. No les importa que aprendas, demoran una barbaridad en entregar los trabajos prácticos y hasta he visto parciales corregidos en EN LÁPIZ. Con los tps, no tienen en cuenta lo bastante que uno tarda para completarlos para después desaprobártelos, sin siquiera tener el gesto de mandarte un feedback y qué cosas hiciste mal. La materia no es difícil; el ""equipo"" de docentes y su pésima predisposición la hacen difícil. Una lástima que esta materia sea curso único; lo único rescatable es la buena onda de Fontela, pero se tiene que plantear mejor a quien pone dando las prácticas. Un desastre."
"2018/07/05 4:00:46 PM GMT-3","Teoría de Algoritmos 1 - Wachenchauzer","Bueno","Sí","Poco Interesantes","Sí","Regulares","Buenas","Normal","Normal",""
"2018/07/05 4:02:23 PM GMT-3","Algoritmos y Programación 2 - Buchwald","Excelente","Sí","Interesantes","Sí","Excelentes","Buenas","Dificil","Dificil","Excelente curso, sigan así!!"
"2018/07/05 4:03:28 PM GMT-3","Algoritmos y Programación 1 - Guarna","Regular","Sí","Interesantes","Sí","Buenas","Malas","Normal","Normal","No se les provee apuntes a los alumnos para estudiar si algun dia no podes asistir. Las clases practicas son en el aula y EN PAPEL. Los trabajos prácticos eran aburridos y la verdad con poca dificultad. Hay un solo parcial. En cuanto a los docentes, hay algunos aspectos que algunos tienen mucho que mejorar (lo mismo para los ayudantes de catedra). Aun habiendo regularizado la materia, tuve que tomar la decisión de volver a cursarla en una catedra mejor porque siento que lo que aprendi fue poco. No la recomiendo para nada."
"2018/07/05 4:03:42 PM GMT-3","Algoritmos y Programación 1 - Mendez","Excelente","Sí","Interesantes","Sí","Muy Buenas","Excelentes","Normal","Normal","Excelente curso."
"2018/07/05 4:07:56 PM GMT-3","Algoritmos y Programación 3 - Fontela","Bueno","Sí","Poco Interesantes","Sí","Regulares","Regulares","Normal","Dificil","El salto de dificultad del TP1 al TP2 es demasiado alto, considerando que los alumnos no tienen base para encararlo (no sabíamos nada de interfaz gráfica,  ni de programación orientada a eventos, ni de MVC) y que en la clase práctica no se tratan esos temas más allá de ejemplos sueltos que no pueden aplicarse al TP (por ser muy genéricos). Casi ningún grupo llegó a entregarlo a tiempo (y mucho menos en forma)."
"2018/07/05 4:11:05 PM GMT-3","Algoritmos y Programación 1 - Mendez","Excelente","Sí","Interesantes","Sí","Muy Buenas","Excelentes","Normal","Normal",""
"2018/07/05 4:19:47 PM GMT-3","Algoritmos y Programación 1 - Essaya","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Muy Buenas","Normal","Dificil",""
"2018/07/05 4:25:30 PM GMT-3","Algoritmos y Programación 2 - Buchwald","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Muy Dificil","Muy dificil","Un curso exigente, pero adquiris muchos conocimientos."
"2018/07/05 4:40:21 PM GMT-3","Teoría de Algoritmos 1 - Wachenchauzer","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal","Muy buenos docentes, en especial Tobi"
"2018/07/05 4:44:03 PM GMT-3","Base de Datos - Servetto","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Excelentes","Normal","Dificil",""
"2018/07/05 4:52:24 PM GMT-3","Base de Datos - Servetto","Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Normal","Dificil",""
"2018/07/05 4:53:59 PM GMT-3","Métodos y Modelos de la Ing. del Software II / Técnicas de Diseño - Paez","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Excelentes","Dificil","Normal",""
"2018/07/05 5:04:48 PM GMT-3","Algoritmos y Programación 1 - Essaya","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Excelentes","Dificil","Dificil","Excelente curso, muy satisfecho. Un gusto haber tenido profesores y ayudantes dedicados y excelentes."
"2018/07/05 5:06:35 PM GMT-3","Organización del Computador - Benitez","Malo","Sí","Nada Interesantes","No","Malas","Regulares","Dificil","Dificil","Está pésimamente organizada esta materia. Algunas cosas para notar:

1. Casi no hay documentación sobre Mainframe y las clases sobre el tema dejan bastante que desear.

2. Las clases teóricas consisten en la lectura en voz alta de un powerpoint.

3. Tardan mucho en responder consultas por el grupo.

4. Las consignas de los TPs no son suficientemente específicas (considerando que es muy fácil tener overflow en los lenguajes utilizados, deberían tener algún tipo de constraint respecto a eso). Después se baja puntos en las correcciones por cuestiones que nunca se aclararon en los enunciados.

5. Las clases prácticas son sumamente aburridas también.

6. Esta materia es correlativa con Organización de Datos... ¿Por qué? 

7. Los docentes llegan tarde a las clases, incluso a los parciales... Al primer parcial llegaron casi 40 minutos tarde.

Seguro hay más pero eso es lo que se me viene ahora. Ojalá sea posible cambiar esta materia en algún momento."
"2018/07/05 5:07:06 PM GMT-3","Organización del Computador - Benitez","Malo","Sí","Poco Interesantes","Sí","Malas","Regulares","Dificil","Muy dificil",""
"2018/07/05 5:07:23 PM GMT-3","Algoritmos y Programación 2 - Buchwald","Excelente","No","Interesantes","Sí","Excelentes","Muy Buenas","Normal","Muy dificil","Muy buenas las clases, pero DEMASIADO exigentes con las entregas, te consumen demasiado tiempo"
"2018/07/05 5:08:24 PM GMT-3","Administración y Control de Proyectos 1 - Fontela","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Buenas","Facil","Fácil",""
"2018/07/05 5:14:13 PM GMT-3","Inteligencia Artificial - Cabrera","Malo","Sí","Muy Interesantes","No","Malas","Malas","Muy Facil","Muy Fácil",""
"2018/07/05 5:23:25 PM GMT-3","Algoritmos y Programación 3 - Fontela","Bueno","Sí","Interesantes","Sí","Excelentes","Regulares","Normal","Dificil","Vendría bien organizar mejor las fechas de los trabajos prácticos y las fechas en las que se explican los temas en la parte práctica"
"2018/07/05 5:24:39 PM GMT-3","Computación-Cabrera","Malo","Sí","Muy Interesantes","No","Malas","Malas","Muy Facil","Muy Fácil","El curso es una copia constante y totalmente visible. Ya hay otros compañeros de otras universidades que nos dicen ""ah pero en fiuba se copian, asi cualquiera se recibe"". Todo el curso se copia sin asco y se lo.cuentan a todos lls demás.
"
"2018/07/05 5:25:37 PM GMT-3","Algoritmos y Programación 1 - Guarna","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Buenas","Dificil","Normal","en terminos generales esta bien el curso"
"2018/07/05 5:28:46 PM GMT-3","Algoritmos y Programación 1 - Mendez","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Buenas","Dificil","Dificil",""
