"Timestamp","Curso","Opinión General Sobre el Curso","¿Aprobó la Cursada?","¿Cómo te Resultaron los Temas de la Materia?","¿Los Temas de la Materia Están Actualizados?","Nivel de las Clases Teóricas del Curso","Nivel de las Clases Prácticas del Curso","Dificultad del Curso","Dificultad del TP","Comentarios Sobre el Curso"
"2017/12/08 4:02:22 PM GMT-3","Aplicaciones Informáticas - Ierache","Malo","Sí","Nada Interesantes","No","No hay clases teóricas","No Hay Clases Prácticas","Muy Facil","Muy Fácil","No explican. No dejan en claro los criterios de aprobación. Faltan y cambian los días de cursada a su conveniencia. La materia consistente en presentar un informe para aprobar la cursada solo mandan por mail la estructura del informe pero  nunca dan pautas o clases de como hacer un buen informe. Luego el final consiste presentar un prototipo( que en realidad está todo mockeado y ellos lo permiten), la nota del informe no la tienen en cuenta para nada, tampoco la asistencia y la participación en clase. Nunca se define el alcance del prototipo, pero luego de dar la presentación final te dan críticas como si eso justificarse su trabajo. Cuando en realidad debería haber un trabajo a lo largo del cuatrimestre que le permita al alumno progresar con las correcciones del profesor. En cambio uno de va de la materia sabiendo que debe mejorar de su proyecto pero sin aprender absolutamente nada."
"2017/12/08 4:02:27 PM GMT-3","Algoritmos y Programación 3 - Fontela","Muy Bueno","Sí","Interesantes","Sí","Excelentes","Malas","Normal","Normal",""
"2017/12/08 4:03:40 PM GMT-3","Organización de Datos - Argerich","Muy Bueno","No","Muy Interesantes","Sí","Muy Buenas","Regulares","Dificil","Dificil","Creo que deberían administrar mejor el tiempo entre práctica y teórica, muchos de los ejercicios de los parciales nunca se ven en clases, ni siquiera algún modelo de como se hacen... En cuanto el apunte, es muy bueno, exceptuando que tal vez en algunos temas como los compresores, falten ejemplos de descomprimir.
Las clases teóricas de Argerich y Natalia son muy buenas, pero hay otros profesores que les cuestan un poco cuando les empiezan a preguntar sobre lo que están explicando.
En general es un muy buen curso.
"
"2017/12/08 4:03:43 PM GMT-3","Mêtodos Matemáticos y Numéricos - Cavaliere","Bueno","No","Poco Interesantes","Sí","Buenas","Buenas","Dificil","Normal",""
"2017/12/08 4:03:54 PM GMT-3","Teoría de la Programación / Teoría del Lenguaje - Ferrigno","Muy Bueno","Sí","Muy Interesantes","Sí","Buenas","Buenas","Normal","Normal","Materia interesante y con contenidos relevantes, lastima en lenguaje (Oz) que se usa para dar la materia, poco documentado, sin IDEs y casi sin soporte en editores conocidos.

A veces 3 exposiciones de seguido llegan a aburrir un poco.

Creo que hace falta mas clases de maquina abstracta o un apunte con ejemplos
"
"2017/12/08 4:03:59 PM GMT-3","Algoritmos y Programación 2 - Wachenchauzer","Muy Bueno","No","Muy Interesantes","Sí","Buenas","Muy Buenas","Normal","Dificil",""
"2017/12/08 4:04:10 PM GMT-3","Organización de Datos - Argerich","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Muy Buenas","Muy Dificil","Normal",""
"2017/12/08 4:04:30 PM GMT-3","Técnicas de Diseño - Pantaleo","Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Regulares","Normal","Normal","No se especifico bien cuales eran los requerimientos de los tps y al final de la materia todos los profesores de la practica dieron a entender que, en general, la mayoria fueron mal resueltos. En mi caso cumpli con los requerimientos basicos ya que al no haber enunciado mas especifico no se llegaba a entender que era lo que esperaban."
"2017/12/08 4:05:05 PM GMT-3","Algoritmos y Programación 1 - Mendez","Excelente","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal","Durante el cuatri,de 10. Al final de cuatri metieron la pata con el tp final. Los ayudantes no estuvieron tan pendientes de nosotros a diferencia de antes."
"2017/12/08 4:06:30 PM GMT-3","Mêtodos Matemáticos y Numéricos - Cavaliere","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal","Curso recomendable"
"2017/12/08 4:08:09 PM GMT-3","Computación-Jimenez Rey","Muy Bueno","Sí","Interesantes","No","Excelentes","Excelentes","Normal","Normal",""
"2017/12/08 4:08:10 PM GMT-3","Análisis Numérico - Tarela","Muy Bueno","Sí","Poco Interesantes","Sí","Buenas","Excelentes","Normal","Fácil",""
"2017/12/08 4:08:59 PM GMT-3","Algoritmos y Programación 3 - Fontela","Bueno","Sí","Interesantes","Sí","Muy Buenas","Malas","Normal","Dificil",""
"2017/12/08 4:09:17 PM GMT-3","Base de Datos - Beiro","Muy Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Dificil","Fácil","Tienen un metodo de correccion del parcial bastante particular, aun habiendo aprobado 3 de los 4 temas que se evaluan te desaprueban. En mi caso ocurrio eso en las 2 primeras chances de parcial y termine desaprobando. 
Esto repercutio en mis fechas de final ya que en la ultima chance tuve que repasar toda la primera parte de la materia (en una instancia donde teniendo tantos examenes de otras materias es facil perderte en los temas de BDD, son muy mecanicos ). 
Estaria bueno que si desaprobas solo un tema te den la opcion de recuperar ese tema, me parece un desproposito evaluar una y otra vez temas que ya tenes aprobados."
"2017/12/08 4:12:08 PM GMT-3","Algoritmos y Programación 3 - Suarez","Regular","Sí","Interesantes","Sí","Buenas","Malas","Facil","Fácil",""
"2017/12/08 4:12:21 PM GMT-3","Taller de Programación 1 - Azcurra","Excelente","Sí","Interesantes","Sí","No hay clases teóricas","No Hay Clases Prácticas","Dificil","Dificil",""
"2017/12/08 4:12:41 PM GMT-3","Organización de Datos - Argerich","Bueno","No","Muy Interesantes","Sí","Muy Buenas","Regulares","Dificil","Dificil","Evaluaciones ridículas, pero muy linda materia y muy bien encarada. Tenía más expectativas con el tp. Al final tanto los ganadores como los últimos tenían un error de casi un millón de dólares en el precio de las propiedades. Una decepción. "
"2017/12/08 4:13:37 PM GMT-3","Análisis Numérico - Gomez","Malo","Sí","Poco Interesantes","No","Malas","Malas","Dificil","No hay TP","Realmente malo. El profesor Gómez llega tarde a veces, lo mismo Mastropietro (siempre una hora tarde).  Se les entiende poco y nada y toman cosas medio disparatadas. No hay conexion entre teoría y práctica, son los peores profesores que tuve en fiuba, realmente decadentes.  "
"2017/12/08 4:15:08 PM GMT-3","Computación-Grossi","Muy Bueno","Sí","Interesantes","No","Muy Buenas","Buenas","Dificil","Normal","Estoy satisfecho con el curso"
"2017/12/08 4:17:29 PM GMT-3","Taller de Programación 1 - Azcurra","Regular","Sí","Muy Interesantes","Sí","Malas","Malas","Dificil","Dificil","No les interesa enseñar nada"
"2017/12/08 4:18:42 PM GMT-3","Análisis Numérico - Schwarz","Excelente","Sí","Interesantes","Sí","Buenas","Excelentes","Normal","Normal",""
"2017/12/08 4:18:53 PM GMT-3","Computación-Costa","Regular","Sí","Muy Interesantes","Sí","Regulares","Regulares","Dificil","Muy dificil","Me pareció que el parcial fue muy diferente a lo que eran las guías y lo que vimos en clase. Yo lo aprobé al parcial, junto con menos de la mitad de la clase "
"2017/12/08 4:21:28 PM GMT-3","Organización de Datos - Argerich","Bueno","Sí","Interesantes","Sí","Regulares","Malas","Normal","Normal","la brecha entre lo que se da en la clase y lo que se toma es enorme, desde temas mal explicados a temas que directamente ni se mencionan. Es algo muy bueno que haya un criterio de corrección para los exámenes, pero hay que ajustar el criterio de lo que se evalúa de acuerdo a lo que se enseña"
"2017/12/08 4:23:00 PM GMT-3","Técnicas de Diseño - Pantaleo","Malo","Sí","Poco Interesantes","Sí","Regulares","Malas","Muy Facil","Muy Fácil",""
"2017/12/08 4:27:01 PM GMT-3","Base de Datos - Beiro","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Dificil","Normal","Excelente curso, la mejor materia que cursé este cuatrimestre. Beiró es muy profesional, y todos los ayudantes de la práctica forman un muy buen staff. Ojalá tuvieran su propio curso de Técnicas de diseño"
"2017/12/08 4:28:48 PM GMT-3","Teoría de la Programación / Teoría del Lenguaje - Ferrigno","Muy Bueno","Sí","Interesantes","Sí","Buenas","No Hay Clases Prácticas","Facil","Normal",""
"2017/12/08 4:29:53 PM GMT-3","Técnicas de Diseño - Pantaleo","Malo","Sí","Nada Interesantes","No","Malas","Malas","Dificil","Muy dificil","Una vergüenza que la UBA tenga a este nivel de gente en una carrera de Ingeniería. Ni siquiera pido que sepan, pido que tengan ganas de laburar y sentido común."
"2017/12/08 4:29:54 PM GMT-3","Organización de Datos - Argerich","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Dificil","Dificil",""
"2017/12/08 4:32:24 PM GMT-3","Taller de Programación 1 - Azcurra","Malo","Sí","Poco Interesantes","Sí","No hay clases teóricas","No Hay Clases Prácticas","Dificil","Dificil","Nótese que la dificultad del curso/trabajo práctico (TP) está marcada como difícil porque hay que utilizar tecnologías y aplicar conceptos teóricos que no son explicados en clase. Para ser más específico: hay que desarrollar una aplicación concurrente, distribuida, y con interfaz gráfica sin tener conocimientos ni práctica sobre dichos temas. 
El TP era un juego de carreras inspirado en el 'outrun' y no se explicaron cosas necesarias, que considero no son tema de un taller de programación, como: punto de fuga, fórmulas para la proyección de imágenes, etc. Además, la consigna del TP es vaga, sobretodo a la hora de desarrollar la interfaz gráfica, siendo la única guía un ""no se compliquen, chicos"". ¿Se supone que tengo que usar mi amplia experiencia en desarrollo de videojuegos para saber qué es complicarse? Por la vaguedad del enunciado terminaron siendo igualmente válidos dos tipos de juegos: el primero algo análogo a un videojuego de carreras, con buenas perspectivas y sentido de movimiento; y otro semejante a un collage realizado por un alumno de preescolar. Éste inconveniente es tan fácil de solucionar como resolver el TP antes de presentarlo y mostrarlo a la clase para que se sepa exactamente qué se pide."
"2017/12/08 4:32:38 PM GMT-3","Análisis Numérico - Schwarz","Muy Bueno","Sí","Muy Interesantes","Sí","Buenas","Excelentes","Normal","Normal","Recomendaría que pidan el TexMaker para que los TPs puedan ser entregados en PDF."
"2017/12/08 4:32:49 PM GMT-3","Mêtodos Matemáticos y Numéricos - Cavaliere","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Buenas","Normal","Normal","Muy buenos docentes... Falto un poco de organización con las guías de ejercitación ya que los resultados que se obtenían no eran coherentes y no se entendían, si es que se llegaba a un resultado.... Después de eso excelentes docentes todos... Muy satisfecho"
"2017/12/08 4:33:21 PM GMT-3","Técnicas de Diseño - Pantaleo","Malo","Sí","Nada Interesantes","No","Malas","Malas","Muy Facil","Muy Fácil","Pésimo, una perdida de tiempo. No se aprende absolutamente nada, las clases teóricas son un chiste que con suerte duran 1 hora.
 A la hora de estudiar para los parciales nadie sabe que es lo que se toma, no hay modelos de parciales a mano para estudiar, un desastre.
 En cuanto a los tp's, nos hicieron hacer 4 y recién los corrigieron la última semana del cuatrimestre. Nunca supe si lo que hice estaba bien, 0 feedback.
De las peores materias que curse en el último tiempo."
"2017/12/08 4:34:33 PM GMT-3","Organización de Datos - Argerich","Bueno","No","Interesantes","Sí","Buenas","Buenas","Dificil","Muy dificil","Muchos temas en el programa. Mala metodologia de examen final (hay que llevar notebook o instalarle entornos a las computadoras de la facultad)"
"2017/12/08 4:36:16 PM GMT-3","Inteligencia Artificial - Cabrera","Bueno","Sí","Interesantes","Sí","Buenas","Buenas","Facil","Fácil",""
"2017/12/08 4:36:46 PM GMT-3","Organización del Computador - Benitez","Malo","No","Poco Interesantes","No","Malas","Buenas","Dificil","Dificil","Organizacion del computador, materia muy desactualizada. En internet NO HAY APUNTES SOBRE IBM MAINFRAME. Las clases teoricas son lectura de ppt muy aburridos y poco practicos.
El tp es muy complicado de realizar sin ayuda de un profesor.
Para el parcial necesitas 60/100 para aprobar y 55puntos te lo da el punto de IBM, es decir q si no podes hacer ese ejercicio no podes aprobar. 
Las clases despues del 1er parcial duran 3hs con suerte de las 4hs que deberian dar clases los profesores.
Materia re contra desactualizada."
"2017/12/08 4:37:28 PM GMT-3","Análisis de la Información / Métodos y Modelos de la Ing. del Software I - Villagra","Excelente","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Dificil","Normal",""
"2017/12/08 4:39:58 PM GMT-3","Administración y Control de Proyectos 1 - Fontela","Bueno","Sí","Interesantes","Sí","Excelentes","Regulares","Normal","Normal",""
"2017/12/08 4:41:02 PM GMT-3","Teoría de la Programación / Teoría del Lenguaje - Ferrigno","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal","La materia no es sobre teoría del lenguaje, más bien debería llamarse 'programación declarativa'; aparte de eso es un buen curso en general. Debido a que es la única materia que toca estos temas me gustaría que se pase más tiempo con conceptos de la teoría de los lenguajes de programación que en las presentaciones grupales sobre lenguajes de programación. "
"2017/12/08 4:41:14 PM GMT-3","Base de Datos - Beiro","Bueno","Sí","Interesantes","Sí","Muy Buenas","Regulares","Normal","Normal","Las clases teóricas están bien, lo malo es el horario. A esta altura de la carrera muchos ya estamos trabajando y tener que salir del laburo a las 3 de la tarde se complica un poco.
Las prácticas no están mal, siempre y cuando no sean los talleres. Muy aburridos y muy dependientes del pgadmin, se les llega a romper y no saben que hacer.
 Los enunciados del parcial son confusos, en particular los ejercicios de sql y algebra relacional."
"2017/12/08 4:41:51 PM GMT-3","Análisis de la Información / Métodos y Modelos de la Ing. del Software I - Villagra","Muy Bueno","Sí","Interesantes","Sí","Muy Buenas","Buenas","Normal","Normal","El curso me parece que tiene una calidad de docentes muy buenos, todos tanto ayudantes como titular (Sergio) saben mucho sobre lo que dan, son claros y las clases son entretenidas. La plataforma para hacer entregas de ejercicios es muy buena, y hay que hacerlas constantemente, con lo cual, me parece que uno termina aprendiendo quieras o no. El unico comentario negativo que tengo para hacer al respecto del curso y que creo que deberian mejorar es que son bastante exigentes con el tema fechas de entrega, en que todo este bien organizado y ordenado pero ellos a la hora de corregir no son rapidos, ni tampoco ordenados, con lo cual, es algo que da mucha bronca. De todos modos depende mucho de los ayudantes que te sean asignados."
"2017/12/08 4:44:44 PM GMT-3","Taller de Programación 1 - Veiga","Bueno","Sí","Interesantes","Sí","Buenas","No Hay Clases Prácticas","Muy Dificil","Muy dificil","Muy exigente. Entiendo como que es el objetivo de la materia pero me parece que en ciertos casos se les va la mano con algunos TPs. Sin embargo, dado lo extenso de la consigna del TP final, creo que supieron interpretar la dificultad de lograr todos los objetivos y lo plasmaron bien en las notas.

Comentario respecto del TP final: en mi opinion, deberían haber ciertas fechas estipuladas previamente para entregar distintas instancias/partes/cosas del TP, como para que te sea obligatorio estar al dia con el mismo, y no luchar y sufrir en las ultimas semanas para lograr todo (si no se entrega nada, se resta 1 punto a la nota final, por ejemplo). Entiendo que la idea también es lograr organizarse para que esto no suceda, pero esto podria ser de ayuda para aquellos que se les dificulta ponerse a laburar a menos que se le acerque la fecha de entrega (cosa que podria causarle problema a sus compañeros de grupo).

Respecto a los ayudantes: Bien en general, suelen ser muy claros al responder consultas del lenguaje, o dudas de los TPs. Iba con ideas negativas respecto a algunos de ellos (sobre todo en la actitud o las formas de tratar con los alumnos), por algunos comentarios que habia leido o escuchado, pero la verdad que por suerte no coincidi, me parece que ninguno se comporto mal en ningun momento, o al menos no que yo haya visto."
"2017/12/08 4:45:33 PM GMT-3","Introducción a los Sistemas Distribuidos - Bernardez","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Dificil","Normal","La materia en sí tiene temas muy interesantes, pero es bastante voluminosa y se hace pesado llevarla, en especial con el tema de que los TPs tienen que estar escritos a mano. Me parece además que son demasiado estrictos corrigiendo los exámenes (un único error ya anula todo el punto, sin importar el tipo de error que sea.. si bien es cierto que con un error conceptual no deberían dejar que tengas el ejercicio ""bien"", creo que hay distintos niveles de errores, y que es injusto que alguien que hizo mal una sola cosa en un punto muy complejo tenga el ejercicio ""mal"", igual que lo tiene otro que hizo todo bestialmente mal y se equivocó en todas las cosas habidas y por haber), y  también me parece que son demasiado largos para las 2hs que nos dan (el profe estuvo 2hs y media haciéndolo en el pizarrón, y si bien es cierto que nosotros no tenemos que explicar ante otros o contestar dudas mientras lo hacemos en nuestras hojas, sí tenemos que tomarnos el tiempo de pensar bien qué hacemos, escribir bien claro nuestros razonamientos y revisar todo... en fin, creo que tomar los exámenes en 3hs también ayudaría a que los alumnos podamos rendir generando exámenes de mayor calidad). Personalmente, también sentí que tener 3hs de teoría todas seguidas resultaba abrumador, tanto para mí como para el resto de mis compañeros, pues se notaba que la atención que prestábamos iba decayendo en función del tiempo. Creo que hubiera resultado mucho mejor si, en vez de tener un día todo teoría y un día todo práctica, se hubiera tenido la mitad teoría y la mitad práctica los dos días."
"2017/12/08 4:47:56 PM GMT-3","Mêtodos Matemáticos y Numéricos - Cavaliere","Bueno","Sí","Interesantes","Sí","Malas","Muy Buenas","Normal","Normal",""
"2017/12/08 5:01:54 PM GMT-3","Aplicaciones Informáticas - Ierache","Bueno","Sí","Interesantes","Sí","No hay clases teóricas","No Hay Clases Prácticas","Facil","Fácil","Exceso de entregas, hicimos como 4 entregas parciales y eb todas pedian el tp impreso y en formato simple. Parece un detalle menor pero es un desperdicio. Ademas hubo entregas donde no hubo una devolucion y fue perder el tiempo. "
"2017/12/08 5:05:04 PM GMT-3","Organización de Datos - Argerich","Excelente","Sí","Interesantes","Sí","Excelentes","Muy Buenas","Dificil","Normal",""
"2017/12/08 5:05:27 PM GMT-3","Aplicaciones Informáticas - Ierache","Malo","Sí","Interesantes","No","No hay clases teóricas","Malas","Muy Facil","Normal","En la materia solo va el ayudante en la clases de los Lunes. No contestan seguido por mail y todo se informa en el grupo pero a veces las consignas no son nada claras.
En las fechas de entregas te cambian sin importarles y al ultimo momento las fechas de un Lunes a un Jueves , perjudicando a los alumnos que no pueden ir ese dia.
Los criterios de corrección nunca son claros porque no ven nada del desarrollo de tu trabajo, solo informes de los cuales no esta tampoco tan claro lo que se pide. 
Te avisan al ultimo momento que el formato de informe de tp es otro, haciendo que tengas que cambiar todo a cada rato . Te obligan a reimprimir el informe varias veces porque no hacen correcciones via mail.
Tienen un criterio poco transparente de correccion porque si hay grupos de mas cantidad de  alumnos, consideran que el esfuerzo del tp tiene que ser abismal pero tampoco te dejan que les muestres el prototipo de tu proyecto para que puedas hacer mejoras, solo revisan el informe y si ven faltas de ortografia o errores gramaticales.
Agregan arbitrariamente dos fechas de final sin respetar el estatuto de que debe haber 5 fechas de examen por llamado de examenes.
Lo que resulta muy injusto es que en el dia del final te marcan cosas del tp que antes no lo hicieron durante la cursada y te dicen que ya lo venian advirtiendo sobre esos temas.
Resumiendo la materia tiene poco calidad de contenido y los profesores tratan a los alumnos como si no supieran lo que estan haciendo sin explicar los criterios de corrección en ningún momento"
"2017/12/08 5:07:46 PM GMT-3","Taller de Programación 1 - Azcurra","Malo","Sí","Interesantes","No","Malas","No Hay Clases Prácticas","Dificil","Dificil","Este cuatrimestre, el tp fue distinto a otros cuatrimestres pasados, se trató de un juego de autos, con lo cual la modelización del mismo cambió totalmente. La mayoría de los requerimientos fueron para el trabajo práctico 2 (lógica principal para dos jugadores, pista completa, objetos en la pista, conexión cliente-servidor y toda la interfaz gráfica). Creo que fue excesivo, todos los grupos estuvieron hasta última instancia y no por falta de trabajo, sino porque realmente era mucho. Sin embargo, el principal problema del curso no fue esto, sino que los criterios de evaluación no fueron claros, llegando al punto que pareció un insulto. 
La primera fecha de entrega del segundo tp, ningún grupo pudo entregar, por lo que continuaron las consultas. En este contexto es que el profesor Diego Azcurra pregunta cómo hizo cada grupo para representar la pista en cada cliente, si el archivo de la misma estaba del lado del servidor o del cliente. Todos coincidimos en que el mismo debería estar del lado del cliente, a lo que el profesor negó que tuviera que ser así. Se debatió un rato sobre el tema, hasta que un ayudante intervino, Marcos Otero (uno de los que nos dijeron había codeado el trabajo antes de la cursada),  diciendo que esto podría ser así ya que cada jugador observaba una pantalla diferente dependiendo de dónde estuviera situado en la pista. En este punto es que Azcurra admitió que podría ser necesario que sea así.
El día que mi equipo entregó, creo que fue una de las últimas fechas (habiendo realmente trabajado incansablemente, durmiendo poco y en mi caso trabajando full time, para llegar y no perder la cursada), fuimos el segundo grupo en recibir la corrección. El profesor Diego Azcurra se sentó con nosotros mientras iniciábamos el juego, tras atravesar un par de metros en la pista, notó un error (con más precisión, qué el auto no sufría una fuerza centrífuga correcta en las curvas), dijo ""Esto no está aprobable"", se levantó, y se fue a corregirle a otros grupos (teniendo en cuenta que con los demás grupos estuvo explicando errores o probando el trabajo una cantidad de tiempo mayor). La realidad es que más tarde, cuando se sentó el ayudante Diego Serra a corregirnos más exhaustivamente, comprendimos los errores, los cuales fueron resueltos para la siguiente clase. Pero me parece inaudito que un profesor haya despreciado de esa manera mi trabajo y el de mis compañeros, sobre todo teniendo en cuenta que se trata de una materia con tanta carga de trabajo como lo es Taller I. Más aún, luego de este episodio, vino Marcos Otero a criticar la estética del juego, diciéndonos que podríamos haber buscado sprites diferentes para que el juego quedara más lindo. A lo cual yo contesté que nosotros habíamos hecho lo que podíamos, que usamos lo que encontramos priorizando el funcionamiento del juego antes que la estética. Entonces nos dijo que entendía que esto llevaba su tiempo pero que era el trabajo más fácil. Mi objetivo no es insultar a ningún profesor ni mucho menos, solo trato de comunicar la desmoralización en este punto que atravesamos mi equipo y yo. Nosotros habíamos hecho el mejor trabajo posible, tal vez no tuviéramos la estética más linda, pero el juego, la lógica y la programación era correcta y merecíamos una devolución acorde al trabajo invertido en el juego.
La tercera entrega se atrasó a raíz de la extensión y dificultad inesperadas de la segunda, con lo cual, la última instancia se superpuso con la primera instancia de final. El enunciado recién fue subido una semana antes de la primera instancia, pero en este punto, los profesores acotaron la cantidad de requerimientos para esta última entrega, con lo cuál resultó más simple y rápida. En esta entrega se decidió que otro de los criterios de evaluación sea la pérdida de memoria (esto no figuraba en el enunciado), cuando en la anterior entrega esto no había sido una de las condiciones. A pesar de esto, logramos aprobarlo en la segunda instancia, a regañadientes por parte de Azcurra, quién aclaró que no le había gustado nuestro trabajo."
"2017/12/08 5:11:14 PM GMT-3","Algoritmos y Programación 1 - Guarna","Bueno","Sí","Muy Interesantes","Sí","Buenas","Buenas","Normal","Normal","Ayudantes cerrados en sus posturas, y por momentos sobradores para con los alumnos."
"2017/12/08 5:12:50 PM GMT-3","Organización de Datos - Argerich","Muy Bueno","Sí","Muy Interesantes","Sí","Excelentes","Excelentes","Dificil","Dificil",""
"2017/12/08 5:14:20 PM GMT-3","Seminiario de Ing. Informática - Caram","Bueno","Sí","Interesantes","Sí","Muy Buenas","Muy Buenas","Facil","No hay TP",""
"2017/12/08 5:17:23 PM GMT-3","Administración y Control de Proyectos 1 - Fontela","Muy Bueno","Sí","Muy Interesantes","Sí","Excelentes","Buenas","Muy Facil","Normal","Fontela da unas clases muy buenas, se nota que le apasiona los temas que imparte. En cuanto a la práctica, una ayudante jamás dio clases. Uno de los ayudantes daba clases demasiado teóricas y aburridas, que después no servían demasiado a la hora de hacer el TP. Llevar un TP a lo largo del cuatrimestre fue interesante para aplicar todas las herramientas aprendidas pero no estaría mal que se explicara el enunciado antes de darlo porque había muchas inconsistencias que hizo que el trabajo llevara más tiempo y esfuerzo del necesario. En general fue un buen curso."
"2017/12/08 5:17:29 PM GMT-3","Base de Datos - Beiro","Excelente","Sí","Muy Interesantes","Sí","Excelentes","Buenas","Normal","Normal",""
"2017/12/08 5:18:56 PM GMT-3","Base de Datos - Servetto","Regular","Sí","Interesantes","Sí","Malas","Regulares","Normal","Normal",""
"2017/12/08 5:19:45 PM GMT-3","Proyectos Informáticos - Fontela","Bueno","Sí","Interesantes","Sí","Buenas","Regulares","Facil","Fácil",""
"2017/12/08 5:21:19 PM GMT-3","Análisis de la Información / Métodos y Modelos de la Ing. del Software I - Villagra","Muy Bueno","Sí","Muy Interesantes","Sí","Muy Buenas","Muy Buenas","Normal","Normal","Muy buen curso. Muy buenos los profesores y la modalidad de aula invertida. Lo único a mejorar sería la velocidad con los que los ayudantes te reentregan las actividades semanales. Mas allá de eso, todo muy bien. Recomiendo."
"2017/12/08 5:22:14 PM GMT-3","Algoritmos y Programación 1 - Mendez","Regular","No","Poco Interesantes","Sí","Buenas","Muy Buenas","Normal","Normal",""
